name;gender;idPer;
Pope Paul VI;m;27492;
Pope, Angela;f;27493;
Popescu, Daniele;m;27494;
Popescu, Valentin;m;27495;
Popov, Alexander;m;27496;
Poppe, Madalena;;27497;
Popplewell, Paul;m;27498;
Poppy, Andrew;;27499;
Porapak, Pao;m;27500;
Porcar, Luis;m;27501;
Porcel, María;f;27502;
Porcel, Marisa;f;27503;
Porcel, Mike;;27504;
Porcelli, Edgardo;m;27505;
Porchet, Jean-Louis;;27506;
Porchez, Sylvie;;27507;
Porciatti, Francesco;m;27508;
Porckzok, Stefan;m;27509;
Porel, Marc;m;27510;
Porlan, Alberto;;27511;
Porlan, Antonio;;27512;
Porokhovshchikov, Aleksandr;m;27513;
Poron, Jean-François;m;27514;
Porqueras, María del Carmen;f;27515;
Porqueras, Marina;f;27516;
Porqueras, Salvador;;27517;
Porqueras, Teresa;f;27518;
Porras, Paco;m;27519;
Porras, Paloma;;27520;
Porras, Sebastià;m;27521;
Porras, Serxio;;27522;
Porrúa, Francisco;m;27523;
Porrúa, Jesús;m;27524;
Porta, Diego;m;27525;
Porta, Frederic;m;27526;
Porta, Pilar Rodíguez;;27527;
Portabella, Pere;m;27528;
Portagnuolo, Maribella;f;27529;
Portal, Jean-Michel;m;27530;
Portal, Michel;m;27531;
Portales, Javier;m;27532;
Portales, José E.;m;27533;
Portales, José Enrique;m;27534;
Portales, José Manuel;m;27535;
Portaluppi, Carlos;m;27536;
Portas, Marta;;27537;
Porte, Pierre;;27538;
Portela, Carlos;m;27539;
Portela, Elisa;f;27540;
Portela, Emilio;m;27541;
Portela, Joxe;;27542;
Portela, Olímpia;f;27543;
Portela, Xosé L.;m;27544;
Porter Moix, Miquel;m;27545;
Porter, Harry;m;27546;
Porter, Irma;f;27547;
Porter, Janet;f;27548;
Porter, Jeanette;f;27549;
Porter, Julio;m;27550;
Porter, Nyree Dawn;f;27551;
Portero, José M.;m;27552;
Portes, Francisco;m;27553;
Portet, Joan;;27554;
Portet, Julia;f;27555;
Portilla, Franco;m;27556;
Portillo Top, Joaquín;m;27557;
Portillo, Alberto;m;27558;
Portillo, Alejandra;f;27559;
Portillo, Andreu;m;27560;
Portillo, Blanca;f;27561;
Portillo, Jordi;m;27562;
Portillo, José María;m;27563;
Portillo, Rafael;;27564;
Portillo, Reynaldo P.;;27565;
Porto, Charo;;27566;
Porto, Josito;m;27567;
Porto, Juan Antonio;m;27568;
Porto, Juan José;;27569;
Porto, Junior;;27570;
Porto, Manuel;m;27571;
Porto, María;f;27572;
Porto, Xose A.;m;27573;
Portuondo, Omara;f;27574;
Posada, Glòria;f;27575;
Posada, Jesús;m;27576;
Posada, Luis;m;27577;
Posadas, Carmen;f;27578;
Posca, Favio;m;27579;
Poscetti, Anna;;27580;
Pose, Alejandro;;27581;
Pose, Manuel;;27582;
Poseck, Eugenia;f;27583;
Poses, Esther;;27584;
Posey, Amanda;;27585;
Posilio, Susi;f;27586;
Posner, Enrique;;27587;
Pospíchal, Petr;m;27588;
Posse, Roberto;m;27589;
Post, Dietmar;;27590;
Post, Gerardo;m;27591;
Posta, Alan;m;27592;
Postigo, Alfonso;;27593;
Postigo, Jose Antonio;;27594;
Postigo, Lauren;m;27595;
Postolache, Miguel;m;27596;
Potau, Joan;m;27597;
Potau, Josep M.;m;27598;
Pote Botica, Pepe;m;27599;
Potenza, Franco;m;27600;
Potes, Miguel Angel;;27601;
Potito;m;27602;
Potok, Rayna;f;27603;
Potter, Noah Ben;;27604;
Pottier, Isabelle;f;27605;
Potzoli, Gheorghe;m;27606;
Pou, Álvaro;m;27607;
Pou, Josep Maria;m;27608;
Pou, Maia;f;27609;
Pou, Raimunda;f;27610;
Pouche, María José;f;27611;
Pouget, Ely;f;27612;
Pouillat, Michel;;27613;
Poulenc, Manuela;f;27614;
Poulet, Philippe;;27615;
Pouliot, François;;27616;
Poulsen, Benny;m;27617;
Pouradier Duteil, Henri;m;27618;
Pous, Carme;f;27619;
Pous, Enric;m;27620;
Pousa, Luis Álvarez;m;27621;
Pouyat, Gilles;m;27622;
Povea, María Dolores;f;27623;
Póveda, Agustín;m;27624;
Poveda, Alberto;m;27625;
Poveda, Andrés;m;27626;
Poveda, Juan G.;;27627;
Poveda, Juan Ignacio;;27628;
Poveda, Manuel;m;27629;
Poveda, Miguel;m;27630;
Poveda, Reyes;m;27631;
Poveda, Rodolfo;m;27632;
Povedano, Paloma;f;27633;
Poves Campos, Sergio;m;27634;
Povey, Jeff;;27635;
Powell, Andy;;27636;
Powell, Ann;;27637;
Powell, Anthony;m;27638;
Powell, Don;m;27639;
Powell, Greg;m;27640;
Powell, Mike;m;27641;
Powell, Nik;m;27642;
Power, Roberto;;27643;
Power, Taryn;f;27644;
Pownall, John;m;27645;
Poyal, Carlos;m;27646;
Poyal, Marichu;f;27647;
Poza López, Daniel;m;27648;
Poza, Jorge;m;27649;
Poza, Nathalie;f;27650;
Pozanco, Marina;m;27651;
Pozo G., Manuel;m;27652;
Pozo, Cirilo;m;27653;
Pozo, Emilio;m;27654;
Pozo, Enrique;m;27655;
Pozo, Manuel;m;27656;
Pozo, Rafael;m;27657;
Pozo, Santiago;;27658;
Pozueco, Antonio;;27659;
Pozuelo, Juan Vicente;;27660;
Pozzan, Dolors;f;27661;
Pozzato, Pierangelo;m;27662;
Pozzetto, Dominique;m;27663;
Pozzetto, Renato;m;27664;
Prachar, David;m;27665;
Prack, Rudolf;m;27666;
Prada Garrudo, Juanlo;m;27667;
Prada, Amancio;m;27668;
Prada, Ángel;;27669;
Prada, Derli;m;27670;
Prada, Francisco;;27671;
Prada, José María;m;27672;
Prada, Merche;f;27673;
Prada, Ramon;;27674;
Prada, Ramón;;27675;
Prada, Tomás;;27676;
Pradas, José García;m;27677;
Pradas, Mayte;f;27678;
Pradera, María Dolores;f;27679;
Pradera, Máximo;m;27680;
Pradera, Ramón;;27681;
Prades, Daniel;m;27682;
Prades, José Manuel;m;27683;
Pradier, Jean-Paul;m;27684;
Pradillo, Carmen;f;27685;
Prado, Carmen;;27686;
Prado, Charlie;m;27687;
Prado, Jorge;m;27688;
Prado, José Luis;m;27689;
Prado, Juan;m;27690;
Prado, Lucía;f;27691;
Prado, Marcial;;27692;
Prado, María;f;27693;
Prados, Antonio;m;27694;
Prados, Fernando;m;27695;
Prados, Isabel;;27696;
Prados, María;f;27697;
Prados, Susana;f;27698;
Prandi, Elisabeth;;27699;
Prandi, Francesca;f;27700;
Praps, Víctor;m;27701;
Prat Vallés, Txell;f;27702;
Prat, Anna;;27703;
Prat, Eric;m;27704;
Prat, Francesc;m;27705;
Prat, Joaquín;m;27706;
Prat, José;m;27707;
Prat, Mireia;f;27708;
Prat, Rosa;;27709;
Pratese, Ferrante;;27710;
Prati, Pamela;f;27711;
Prats, Jaime;m;27712;
Prats, Jordi;m;27713;
Prats, Jose Luis;m;27714;
Prats, Juanjo;m;27715;
Prats, Luis V.;m;27716;
Prats, Marta;;27717;
Prats, Matías;m;27718;
Prats, Paco;;27719;
Prats, Patricia;;27720;
Prats, Pere;m;27721;
Prats, Tolo;;27722;
Pratt, África;f;27723;
Pratt, Hugo Ramón;m;27724;
Praxas, Patricia;f;27725;
Práxedes, Mercedes;f;27726;
Predosa, Juan Antonio;;27727;
Pregadio, Roberto;;27728;
Prego, Chus;m;27729;
Prego, Santi;m;27730;
Prego, Victoria;f;27731;
Preisner, Zbigniew;m;27732;
Preiss, Wolfgang;m;27733;
Préjean, Laura;f;27734;
Premica, Laura;f;27735;
Preminger, Nuri;;27736;
Prenat, Nelson;m;27737;
Prendes, Luis;m;27738;
Prendes, Mari Carmen;f;27739;
Prescott, Simon;m;27740;
Presle, Micheline;f;27741;
Pressman, Edward R.;m;27742;
Preston, Stewart;m;27743;
Preston, William;m;27744;
Presumido, Andrés;m;27745;
Presutto, Setimio;;27746;
Preucil, Jan;m;27747;
Prévost, Sören;m;27748;
Preysle, Maite;;27749;
Pribil, René;m;27750;
Price, Adam;m;27751;
Price, Brendan;m;27752;
Price, George S.;;27753;
Price, Gilbert;m;27754;
Price, Joelle;f;27755;
Price, Werner;m;27756;
Prida, Francisco F.;;27757;
Prida, Gian Luca;;27758;
Priego, Ángel;;27759;
Priego, David;m;27760;
Priego, Luis Ángel;m;27761;
Prier, Nicolas;;27762;
Prieto Atxa, Joseba;;27763;
Prieto Rodríguez, Julio;m;27764;
Prieto, Adriano;m;27765;
Prieto, Ángel;m;27766;
Prieto, Antonio;m;27767;
Prieto, Aurore;f;27768;
Prieto, Carlos;m;27769;
Prieto, Daniel Quiterio;m;27770;
Prieto, Delfín;;27771;
Prieto, Emilio;m;27772;
Prieto, Francisco Javier;;27773;
Prieto, Gerardo;;27774;
Prieto, Irina;f;27775;
Prieto, Jacobo;m;27776;
Prieto, Jorge;m;27777;
Prieto, José Antonio;;27778;
Prieto, José Luis;m;27779;
Prieto, Lola;f;27780;
Prieto, Lourdes;f;27781;
Prieto, Manuel;m;27782;
Prieto, Muriel;f;27783;
Prieto, Nirma;f;27784;
Prieto, Papi;m;27785;
Prieto, Pere;m;27786;
Prieto, Rodrigo;m;27787;
Prieto, Rosbel;f;27788;
Prieto, Rudy;m;27789;
Prieto, Susana;;27790;
Prieto, Trini;f;27791;
Prieto, Trinidad;;27792;
Prieto, Walter;m;27793;
Primoy, Manuel;;27794;
Prims, Núria;f;27795;
Primus, Dany;m;27796;
Prince Albert of Monaco;m;27797;
Prince, Dora;f;27798;
Prince, Mike;;27799;
Princesa Letizia de Asturias;f;27800;
Princess Caroline of Monaco;f;27801;
Princi, Marc;;27802;
Príncipe, Alicia;f;27803;
Prine, Andrew;m;27804;
Prinz, Isabel;f;27805;
Priori, Stefano;;27806;
Prip, Henrik;m;27807;
Pritchard, Terry;;27808;
Prittwitz, Andreas;m;27809;
Pro Alvarez, Pablo;;27810;
Pro, Pablo;;27811;
Pro, Teresa;f;27812;
Procacci, Domenico;m;27813;
Procetti, Federica;;27814;
Prodan, Michela;f;27815;
Prodan, Michele;;27816;
Prodromidès, Jean;m;27817;
Profeta, Eleonora;;27818;
Profumo, Serafino;m;27819;
Proietti Cosimi, Carlo;;27820;
Proietti, Mario;m;27821;
Proietti, Paolo;m;27822;
Proietti, Piero;m;27823;
Proietti, Pietro;;27824;
Proietti, Tonino;m;27825;
Promiscuidad, Carmen;f;27826;
Proncet, Víctor;m;27827;
Prono, Mario;m;27828;
Pros, Joan;m;27829;
Prósper, Francisco;m;27830;
Prosper, Juan Clemente;;27831;
Prosperi, Ezio;m;27832;
Prosperi, Franco;m;27833;
Protheroe, Brian;m;27834;
Proudoot, Michel;m;27835;
Proudstar, Jon;m;27836;
Prous Segura, Montserrat;f;27837;
Prous, Isidoro;m;27838;
Prous, Montserrat;f;27839;
Prous, Ricard;m;27840;
Prous, Ricardo;;27841;
Proust, Joel;m;27842;
Proust, Marcel;m;27843;
Provini, Luciana;f;27844;
Provoost, Erwin;m;27845;
Provost, Martin;m;27846;
Prückner, Tilo;m;27847;
Prudencio, Sonia;;27848;
Pruitt Vaughn, Ralph;m;27849;
Pruna, Anna;;27850;
Pruna, Martín;m;27851;
Pruna, Pepita;;27852;
Prunés, Isidre;m;27853;
Prunhuberleon, Corda;;27854;
Pruschanski, Jürgen;m;27855;
Pruvot, Julien;;27856;
Pryce, Jonathan;m;27857;
Przygodda, Peter;m;27858;
Psuji;m;27859;
Ptak, Krzysztof;;27860;
Púa Cáceres, Abraham;m;27861;
Puccini, Daniela;;27862;
Puceiro, Eduardo;m;27863;
Puch, Narciso;m;27864;
Puchades, Manuel;m;27865;
Puchades, Paco;m;27866;
Puche, Jesús;m;27867;
Puchee, María José;f;27868;
Puchol, Pilar;f;27869;
Puebla, María José;f;27870;
Puebla, Ruth;f;27871;
Puebla, Xavi;m;27872;
Pueche, Antonio;;27873;
Puello, Arianna;f;27874;
Puello, Kino;m;27875;
Puente, Alejandro;;27876;
Puente, Carlos;;27877;
Puente, Enrique;;27878;
Puente, Jesús;m;27879;
Puente, José L.;;27880;
Puente, José Manuel de la;m;27881;
Puente, José Vicente;m;27882;
Puente, Juan Carlos;m;27883;
Puente, Luis;m;27884;
Puente, Pilar;f;27885;
Puente, Ramón;m;27886;
Puentes, Lola;f;27887;
Puenzo, Sebastián;;27888;
Pueo, Tony;;27889;
Puerta, Adolfo;m;27890;
Puerta, Alberto;;27891;
Puerta, Alejandro;;27892;
Puerta, Alonso;m;27893;
Puerta, Saso;;27894;
Puertas, José Luis;m;27895;
Puertas, Mario;m;27896;
Puertas, Max;;27897;
Puertas, Miguel;m;27898;
Puertas, Rogelio;m;27899;
Puerto, Carlos;;27900;
Puerto, David del;;27901;
Puerto, Diana Iris del;f;27902;
Puértolas, Agustín;m;27903;
Pueyo, Carmen P.;;27904;
Pueyo, Joan;;27905;
Pueyo, Jorge;m;27906;
Pueyo, Kino;m;27907;
Pueyo, Lola;;27908;
Pueyo, María P. Carmen P.;;27909;
Pueyo, Pere;;27910;
Pueyo, Vicente del;;27911;
Puga Davila, Rosa;f;27912;
Puga, Almudena;f;27913;
Puga, Ana;f;27914;
Puga, Jaime;m;27915;
Puga, Miguel;m;27916;
Puga, Montse;f;27917;
Puig Martín, Jordi;;27918;
Puig, Alberto;m;27919;
Puig, Bernat;m;27920;
Puig, Carlos;m;27921;
Puig, Cristina;m;27922;
Puig, Emili;m;27923;
Puig, Empar;f;27924;
Puig, Francesca;f;27925;
Puig, Jaime J.;;27926;
Puig, Jaume;;27927;
Puig, Javier;m;27928;
Puig, Jordi;m;27929;
Puig, Josep Maria;m;27930;
Puig, Lluís;;27931;
Puig, Luis;;27932;
Puig, Marc;m;27933;
Puig, Marta;f;27934;
Puig, Miqui;m;27935;
Puig, Pablo;m;27936;
Puig, Ramon;m;27937;
Puig, Roman;m;27938;
Puig, Salvador;m;27939;
Puig, Tony;;27940;
Puigbó, Josep;m;27941;
Puigcerver, José M.;;27942;
Puigcerver, José María;;27943;
Puigcorbé, Juanjo;m;27944;
Puigdengolas;m;27945;
Puiggalí, Aleix;m;27946;
Puigimón, José;m;27947;
Puigmarti, Ester;;27948;
Puigpinos, Nuria;f;27949;
Puigvert, Antoni;m;27950;
Puigvert, Carles;;27951;
Puigvert, Josep;m;27952;
Puigvert, Luis;;27953;
Pujadas;;27954;
Pujades, Paco;m;27955;
Pujalte, María;f;27956;
Pujol, Alberto;m;27957;
Pujol, Bernat;m;27958;
Pujol, David;m;27959;
Pujol, Elisabet;f;27960;
Pujol, Hilari;;27961;
Pujol, Jaime;m;27962;
Pujol, Jordi;m;27963;
Pujol, Marc;m;27964;
Pujol, Miquel;m;27965;
Pujol, Montserrat;;27966;
Pujol, Roser;f;27967;
Pujol, Santiago;;27968;
Pujolar, Maria;f;27969;
Pujolràs, Xavier;m;27970;
Pujols, Victor;m;27971;
Pula, Narciso;m;27972;
Pulgar, Juan;;27973;
Pulici, Lu;;27974;
Pulido Moreno, Carmen;f;27975;
Pulido, Elizabeth;f;27976;
Pulido, Horacio;m;27977;
Pulido, Juan;m;27978;
Pulido, Magdalena;;27979;
Pulido, Miguel Ángel G.;m;27980;
Pullani, Silvio;m;27981;
Pulver, Fred;m;27982;
Pumares, Carlos;m;27983;
Pumeda, Amarilis;f;27984;
Pumuky;m;27985;
Puntas, Cipriano;m;27986;
Punter, Rafael;;27987;
Punyet, Carles;m;27988;
Punzano, Pilar;f;27989;
Pupo, Marilyn;f;27990;
Puppo, Romano;m;27991;
Purchase, Bruce;m;27992;
Purdom, Edmund;m;27993;
Pursall, David;;27994;
Purtí, Jordi;m;27995;
Pusa, Satu;;27996;
Pushkin, Alexander;;27997;
Pustelnik, Claudio;;27998;
Putmans, Thierry;m;27999;
Puturrú de Fuá;m;28000;
Putzulu, Bruno;m;28001;
Puy, Mercè;f;28002;
Puyal, Joaquim Maria;m;28003;
Puyet, Carlos;;28004;
Puyol, Josep;m;28005;
Puyol, Luis;m;28006;
Puzenat, Jean-Loup;;28007;
Puzo, Mario;m;28008;
Pyatkov, Aleksandr;m;28009;
Pyrrait, Miguel;m;28010;
Qoridze, Nino;f;28011;
Quadra Salcedo, Miguel de la;m;28012;
Quadreny, Ramon;;28013;
Quadros, Nuno;m;28014;
Quaglio, Laurent;;28015;
Quaranta, Gianni;m;28016;
Quart, Pere;m;28017;
Quartin, Glicínia;f;28018;
Quartullo, Pino;m;28019;
Quayle, Anthony;m;28020;
Queen, Mr.;m;28021;
Queimada, Luis;m;28022;
Queipo, Christian;m;28023;
Queipo, Nuria;;28024;
Queirós, Luís;;28025;
Quejido Perrucha, Germán;;28026;
Quejido, Fernando;;28027;
Quejido, Pablo;m;28028;
Quentin, Françoise;f;28029;
Quequé;m;28030;
Quer, Emma;f;28031;
Quer, Ramon;m;28032;
Quer, Sílvia;f;28033;
Queral, Francesc;m;28034;
Queralt, Jack;m;28035;
Queralt, Jordi;m;28036;
Quercy, Jean;m;28037;
Querejeta, Arturo;m;28038;
Querejeta, Elías;m;28039;
Querejeta, Gracia;f;28040;
Quero Vicente, María;f;28041;
Quero, Chema;;28042;
Quero, José María;;28043;
Quero, José;m;28044;
Quero, Pepe;m;28045;
Querol, Alberto;m;28046;
Querol, Antonio;;28047;
Querol, Juan;m;28048;
Querrioux, Isabelle;f;28049;
Quérut, Pierre;m;28050;
Ques, Lydie;f;28051;
Quesada, Alfredo;m;28052;
Quesada, Ángel;m;28053;
Quesada, Bernal;m;28054;
Quesada, Elizabeth;;28055;
Quesada, José;m;28056;
Quesada, Juan;m;28057;
Quesada, Julio Antonio;m;28058;
Quesada, Julio;m;28059;
Quesada, María del Carmen;f;28060;
Quesada, Micaela;f;28061;
Quesada, Milo;m;28062;
Quesada, Mirna;f;28063;
Quesada, Ramón;m;28064;
Quesada, Rosa;f;28065;
Quesada, Salvador;m;28066;
Quesada, Yolanda;f;28067;
Queseda, María Rosa;f;28068;
Quesemand, Catherine;;28069;
Quetglas, Andrés;;28070;
Quettier, Nelly;;28071;
Quevedo, Elvira;f;28072;
Quevedo, José Ramón;m;28073;
Quevedo, Luis;m;28074;
Quevedo, Nino;;28075;
Quevedo, Santos;m;28076;
Quezadas Luna, Enrique;m;28077;
Quijada, Karin;;28078;
Quijano, Diana;f;28079;
Quiles, Arnau;;28080;
Quilis, Blai;;28081;
Quilis, José;m;28082;
Quillán, Raúl;m;28083;
Quillén, Fred;;28084;
Quilleor, Alejandro;m;28085;
Quimasó, Marta;;28086;
Quin, Barry;m;28087;
Quina, Rosa;;28088;
Quinana, M. Fda.;m;28089;
Quinana, M.Fda.;f;28090;
Quiñe, Jorge;m;28091;
Quinn, Aidan;m;28092;
Quinn, Anthony;m;28093;
Quinn, Daniel;m;28094;
Quinn, Declan;m;28095;
Quinn, Francesco;m;28096;
Quinn, Lorenzo;m;28097;
Quinn, Patricia;f;28098;
Quinn, Sue;;28099;
Quino;m;28100;
Quiñonero, Nita;f;28101;
Quiñonero, Salvador;m;28102;
Quinones, Antonio;;28103;
Quiñones, Daniel;;28104;
Quiñones, María Luisa;f;28105;
Quiñones, Melvin;;28106;
Quiñones, Pilar;;28107;
Quinones, Santiago;m;28108;
Quiños, Eugenio;m;28109;
Quintana, Ana Rosa;f;28110;
Quintana, Ángel;m;28111;
Quintana, Àngel;m;28112;
Quintana, Antonio;m;28113;
Quintana, Bernat;m;28114;
Quintana, Cándita;f;28115;
Quintana, Carlos;m;28116;
Quintana, Enrique;;28117;
Quintana, Gerard;m;28118;
Quintana, Gregorio;m;28119;
Quintana, Javier;;28120;
Quintana, Jesús;m;28121;
Quintana, Juan Antonio;m;28122;
Quintana, Leo;m;28123;
Quintana, Miguel Ángel;m;28124;
Quintana, Miguel;m;28125;
Quintana, Raul;m;28126;
Quintana, Roberto;m;28127;
Quintana, Rosa;f;28128;
Quintana, Ruth;f;28129;
Quintana, Stella;f;28130;
Quintana, Susi;f;28131;
Quintanilla, Javier;m;28132;
Quintanilla, Marina;m;28133;
Quintano, Gene;m;28134;
Quintano, José Antonio;m;28135;
Quintano, Nancy;;28136;
Quintas, Ángela;;28137;
Quintas, Comandante Alfonso;;28138;
Quintas, Javier;m;28139;
Quintas, José;m;28140;
Quintas, Manuel;m;28141;
Quintela, Ángel;m;28142;
Quintela, Anxo;m;28143;
Quintela, Benigno;;28144;
Quinternet, Jacques;;28145;
Quinterno, Angiolina;f;28146;
Quintero, Carlos;m;28147;
Quintero, Fernando;m;28148;
Quintero, Jesús;m;28149;
Quintero, Jorge;;28150;
Quintero, José Antonio;m;28151;
Quintero, Rafael;m;28152;
Quintero, Ramona;f;28153;
Quinteros, Efraín;m;28154;
Quinteros, Isabel;f;28155;
Quinteros, Lorenzo;m;28156;
Quintillá, Elvira;f;28157;
Quinzi, Aldo;;28158;
Quipildos, Lucio;m;28159;
Quiquandon, Madeleine;f;28160;
Quiril, Hugo;;28161;
Quiring, Frédéric;m;28162;
Quiroga, Alfredo;;28163;
Quiroga, Álvaro;m;28164;
Quiroga, Carlos;m;28165;
Quiroga, Darío;;28166;
Quiroga, Elio;m;28167;
Quiroga, Enrique;m;28168;
Quiroga, Eva;;28169;
Quiroga, F.;m;28170;
Quiroga, Héctor;m;28171;
Quiroga, José Manuel;;28172;
Quiroga, Manuel L.;;28173;
Quiroga, Maximiliano;m;28174;
Quiroga, Nélida;f;28175;
Quirós, Francisco;m;28176;
Quirós, Ignacio;m;28177;
Quirós, José Antonio;m;28178;
Quirós, José Carlos;m;28179;
Quirós, Juan;m;28180;
Quiroz, Jose Luis;m;28181;
Quiroz, Walter;m;28182;
Quispe, Dante;m;28183;
Quivrin, Jocelyn;m;28184;
Quow, Patricia;f;28185;
R. Montero, Eligio;m;28186;
R. Perdiguero, Marta;;28187;
R. Puertolas, José Luis;m;28188;
Rabadán, Julio;m;28189;
Rabadan, Òscar;m;28190;
Rábade, Carmen;m;28191;
Rábado, Luis;m;28192;
Rabal, Benito;m;28193;
Rabal, Concha;f;28194;
Rabal, Damián;m;28195;
Rabal, Francisco;m;28196;
Rabal, Liberto;m;28197;
Rabal, Teresa;f;28198;
Rabasa, Ruben;m;28199;
Rabasco, José Luis;m;28200;
Rabassa, Glòria;;28201;
Rabasse, Jean;m;28202;
Rabel, Ingrid;f;28203;
Rabella, Francesco;m;28204;
Rabella, Jordi;m;28205;
Rabes, François;;28206;
Rabette, Christine;;28207;
Rabilero, Hilda;f;28208;
Rabinad, Antonio;m;28209;
Rabinat, Ester María;f;28210;
Rabinaud, Esther;f;28211;
Rabjohn, Richard E.;;28212;
Rabjohns, Paul;;28213;
Raboni, Metella;;28214;
Rabson, Jan;m;28215;
Racaj, Santiago;m;28216;
Racauchi, Leonardo;;28217;
Racca, Claudio;;28218;
Rachid, Amina;f;28219;
Rachida, Lachibi;m;28220;
Racionero Grau, Lluis;;28221;
Racionero, Lluís;m;28222;
Racionero, Paco;m;28223;
Racionero, Raquel;f;28224;
Rack, Tom;m;28225;
Rada, Enrique;m;28226;
Radano, Alejandra;f;28227;
Rade, Grazia;;28228;
Radionow, Youri;m;28229;
Rado, Jorge;m;28230;
Radochevitch, Dimitri;m;28231;
Radoszynski, Claudia;;28232;
Radrizzani Halliburton, Victoria;;28233;
Radziwilowicz, Jerzy;m;28234;
Raeburn, Peter;;28235;
Ráez, Ana;f;28236;
Rafa, Marta;f;28237;
Rafael El Negro;m;28238;
Rafaela;f;28239;
Rafele, Domenico;;28240;
Raffael, Guerrero;m;28241;
Raffaelli, Bruno;m;28242;
Rafferty, Carol Pyper;f;28243;
Rafn, Hardy;m;28244;
Ràfols, Domènec;m;28245;
Ràfols, Mingo;m;28246;
Rafter, Denis;m;28247;
Ragas, Roef;m;28248;
Ragheb, Osman;m;28249;
Ragland, Robert O.;m;28250;
Ragoud, Henry;m;28251;
Raich, Pedro;m;28252;
Raich, Rosa;f;28253;
Railsback, Philip;;28254;
Railsback, Steve;m;28255;
Raimon;m;28256;
Raimondi, Ruggero;m;28257;
Raíndo, Felipe;;28258;
Raines, Cristina;f;28259;
Raïs, Asil;m;28260;
Rais, Nuria;f;28261;
Raja, Joan;m;28262;
Rajadell, Sergi;;28263;
Rallo, Aniceto;m;28264;
Rallo, Julio;;28265;
Rallo, Luis;m;28266;
Ralston, Glenn;;28267;
Ralston, Timothy Scott;m;28268;
Ram, Isabel;f;28269;
Rama, António;m;28270;
Rama, Tomi;m;28271;
Ramada, Joan Carles;m;28272;
Ramal Muñoz, Nohemí;f;28273;
Ramallal, Manuel;m;28274;
Ramallo, Fernando;m;28275;
Ramallo, Rafael;m;28276;
Ramanee, Sakuntala;f;28277;
Rambal, Ester;;28278;
Rambal, Esther;f;28279;
Rambal, Sophie;;28280;
Rambat, Josephine;f;28281;
Rambla, Carmen;f;28282;
Rambla, Lluís;m;28283;
Rambla, Maruja;f;28284;
Ramboz, Eve;;28285;
Ramil, Rosana;f;28286;
Ramirez Carrera, Jose;m;28287;
Ramirez Carrera, Mariel;f;28288;
Ramirez Carrera, Ricardo;m;28289;
Ramírez Estudillo, J. Abel;;28290;
Ramírez M., Mariano;;28291;
Ramírez Padilla, Laureano;m;28292;
Ramírez Vera, Germán;;28293;
Ramírez de Haro, Íñigo;m;28294;
Ramírez de Loaysa, Antonio;;28295;
Ramírez, Alberto;m;28296;
Ramírez, Alex;m;28297;
Ramírez, Alicia;f;28298;
Ramírez, Andrea;f;28299;
Ramírez, Antonio;m;28300;
Ramírez, Arcelia;f;28301;
Ramirez, Belkis;f;28302;
Ramirez, Belli;;28303;
Ramírez, Carlos;m;28304;
Ramírez, Celestino;m;28305;
Ramírez, Eduardo;m;28306;
Ramírez, Elisa;f;28307;
Ramírez, Enrique;;28308;
Ramírez, Francisco;m;28309;
Ramírez, Frank;m;28310;
Ramírez, Fuensanta;;28311;
Ramírez, Gustavo;;28312;
Ramírez, Hernán;m;28313;
Ramirez, Hilda;;28314;
Ramírez, Isabel;f;28315;
Ramírez, Jesús;m;28316;
Ramírez, Juan;m;28317;
Ramírez, Juana;;28318;
Ramírez, Julio;m;28319;
Ramírez, Lorenzo;m;28320;
Ramírez, Luchi;f;28321;
Ramírez, Luis Alberto;m;28322;
Ramírez, Luis Ángel;m;28323;
Ramírez, Mar;;28324;
Ramírez, Mary Carmen;f;28325;
Ramírez, Omar;m;28326;
Ramírez, Ozcar;;28327;
Ramírez, Pablo;;28328;
Ramírez, Pedro J.;m;28329;
Ramírez, Pedro Luis;m;28330;
Ramírez, Pedro;m;28331;
Ramírez, Ramiro;;28332;
Ramírez, Raquel;f;28333;
Ramírez, Raúl;m;28334;
Ramírez, Rosi;;28335;
Ramírez, Sandra;f;28336;
Ramírez, Serafín;m;28337;
Ramirez, Silvia;f;28338;
Ramírez, Simón;m;28339;
Ramírez, Teresa;f;28340;
Ramírezm, Juana;;28341;
Ramiro, Graciela;f;28342;
Ramis, Antonio;m;28343;
Ramis, Juan Carlos;;28344;
Ramis, M. Martinez;;28345;
Ramis, Ramon;;28346;
Ramo, Carlos;m;28347;
Ramón, Carlos;;28348;
Ramón, Cristina;f;28349;
Ramón, Eulalia;f;28350;
Ramón, José Luis;m;28351;
Ramón, Manel;m;28352;
Ramon, Monica;f;28353;
Ramoncín;m;28354;
Ramonde, Canco;m;28355;
Ramoneda, J. Anton;m;28356;
Ramos Paíno, José;m;28357;
Ramos de Castro, Rafael;m;28358;
Ramos del Val, Norberto;;28359;
Ramos, Alejandro;;28360;
Ramos, Álvaro;m;28361;
Ramos, Ana Rosa;;28362;
Ramos, Ángela;f;28363;
Ramos, Antonio;;28364;
Ramos, Bet;;28365;
Ramos, Blanca;f;28366;
Ramos, Carlos;;28367;
Ramos, Carolina;f;28368;
Ramos, César;m;28369;
Ramos, Dionisio;m;28370;
Ramos, Elena;f;28371;
Ramos, Emilio;m;28372;
